ID	K	P	C	O	F	G	S	BIOPROJECT	Group	completeness	contamination	strain_heterogeneity	length	N50	centrality
SRR8849252_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900540635	PRJNA530971	Healthy	97.18	0.34	0.0	2302293	26349	0.9771523333333333
SRR8849252_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hominisplanchenecus	s__Hominisplanchenecus faecis	PRJNA530971	Healthy	100.0	0.0	0.0	3039572	27013	0.9826714545454546
SRR8849253_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp900553545	PRJNA530971	Healthy	82.46	1.64	33.33	1569255	9105	0.977808
SRR8849253_bin.44	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp000431795	PRJNA530971	Healthy	89.04	0.05	100.0	1135507	25501	0.9867463333333334
SRR8849253_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000435075	PRJNA530971	Healthy	95.95	0.74	0.0	2660452	37160	0.0
SRR8849253_bin.49	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp934162325	PRJNA530971	Healthy	87.64	1.22	33.33	1100634	14842	0.9770985
SRR8849255_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900539775	PRJNA530971	Healthy	93.22	0.45	0.0	1664022	17623	0.0
SRR8849256_bin.21	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania sp900120005	PRJNA530971	Healthy	99.05	2.4	16.67	3123416	8675	0.0
SRR8849256_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Avimonas_A	s__Avimonas_A narfia	PRJNA530971	Healthy	90.49	3.02	40.0	2311810	9348	0.0
SRR8849257_bin.30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella rara	PRJNA530971	Healthy	98.89	0.23	0.0	3332007	54232	0.9764772500000001
SRR8849257_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp900542395	PRJNA530971	Healthy	97.19	0.81	100.0	2507349	15113	0.9703223333333334
SRR8849257_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira pectinoschiza_A	PRJNA530971	Healthy	99.33	0.02	100.0	2600062	74803	0.9862701428571429
SRR8849257_bin.41	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__CAG-266	s__CAG-266 sp019117495	PRJNA530971	Healthy	96.95	0.62	0.0	1801934	13667	0.965396
SRR8849258_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900540255	PRJNA530971	Healthy	94.59	0.97	0.0	2732541	19322	0.0
SRR8849258_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000436535	PRJNA530971	Healthy	96.75	0.0	0.0	2893410	40836	0.9891595
SRR8849258_bin.30	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister succinatiphilus	PRJNA530971	Healthy	99.91	0.63	100.0	2306862	14410	0.9617823999999999
SRR8849258_bin.7	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	98.28	2.9	40.0	2325331	12451	0.966622
SRR8849258_bin.8	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium bifidum	PRJNA530971	Healthy	94.87	0.27	50.0	2120908	37544	0.9887226
SRR8849259_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp900548125	PRJNA530971	Healthy	88.52	3.03	50.0	2563877	6386	0.0
SRR8849260_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp900542445	PRJNA530971	Healthy	93.2	0.58	0.0	2652101	9790	0.9773912000000001
SRR8849260_bin.21	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella intestinalis	PRJNA530971	Healthy	100.0	0.0	0.0	1825942	51685	0.964946
SRR8849260_bin.30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides acidifaciens	PRJNA530971	Healthy	91.39	0.58	0.0	4817681	27372	0.0
SRR8849260_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS882	s__UMGS882 sp900757905	PRJNA530971	Healthy	81.52	0.08	50.0	2050495	3982	0.0
SRR8849260_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae	PRJNA530971	Healthy	95.19	0.0	0.0	3001052	24858	0.9720483333333334
SRR8849261_bin.24	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae	PRJNA530971	Healthy	99.27	0.05	0.0	5247711	129465	0.984501
SRR8849261_bin.36	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus ruminis	PRJNA530971	Healthy	98.95	0.0	0.0	1991178	32951	0.0
SRR8849261_bin.5	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003458415	PRJNA530971	Healthy	99.93	0.81	0.0	2328536	25004	0.964762
SRR8849262_bin.34	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	95.97	0.81	0.0	2118035	54791	0.0
SRR8849263_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900544475	PRJNA530971	Healthy	86.03	0.06	100.0	1730631	6916	0.976282
SRR8849263_bin.4	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003469205	PRJNA530971	Healthy	95.74	0.81	0.0	2119342	12761	0.0
SRR8849263_bin.5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Morganella	s__Morganella morganii	PRJNA530971	Healthy	98.91	0.54	100.0	3766588	94256	0.0
SRR8849264_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola vulgatus	PRJNA530971	Healthy	97.98	0.08	0.0	4537319	94778	0.9849862352941178
SRR8849264_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274 sp900545305	PRJNA530971	Healthy	98.99	1.34	0.0	2403012	76988	0.98816
SRR8849265_bin.18	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia sp001808955	PRJNA530971	Healthy	88.78	1.86	0.0	2108334	10469	0.0
SRR8849265_bin.4	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	97.58	0.81	0.0	2164003	28077	0.0
SRR8849266_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-194	s__CAG-194 sp000432915	PRJNA530971	Healthy	97.71	1.45	0.0	2586880	28950	0.0
SRR8849266_bin.19	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila	PRJNA530971	Healthy	97.96	0.0	0.0	2735338	109684	0.9777523333333333
SRR8849266_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes putredinis	PRJNA530971	Healthy	99.28	0.48	0.0	2066938	34975	0.982065
SRR8849266_bin.24	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp000437675	PRJNA530971	Healthy	82.02	1.21	0.0	2171640	5665	0.0
SRR8849266_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-1031	s__CAG-1031 sp000431215	PRJNA530971	Healthy	97.74	0.38	50.0	2315763	33834	0.97136
SRR8849266_bin.33	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003466125	PRJNA530971	Healthy	100.0	1.61	0.0	2121792	49498	0.9716186666666666
SRR8849266_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp900549755	PRJNA530971	Healthy	95.24	1.68	25.0	2257446	41400	0.0
SRR8849267_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__Hominilimicola	s__Hominilimicola fabiformis	PRJNA530971	Healthy	97.32	0.67	0.0	2760497	57291	0.9768066744186045
SRR8849267_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola sp900317525	PRJNA530971	Healthy	95.17	0.0	0.0	1891250	39002	0.975579
SRR8849267_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Gallintestinimicrobium	s__Gallintestinimicrobium propionicum	PRJNA530971	Healthy	97.92	0.19	0.0	2985593	54710	0.9809683124999999
SRR8849267_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimivicinus	s__Fimivicinus sp900544375	PRJNA530971	Healthy	97.99	1.34	0.0	2873831	33459	0.0
SRR8849268_bin.24	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Onthocola_B	s__Onthocola_B sp000437355	PRJNA530971	Healthy	89.33	2.25	0.0	1077399	65620	0.0
SRR8849268_bin.26	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Aphodocola	s__Aphodocola sp000434835	PRJNA530971	Healthy	92.42	1.12	0.0	1071943	85939	0.0
SRR8849268_bin.33	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-433	s__CAG-433 sp900546245	PRJNA530971	Healthy	88.92	1.69	0.0	1264941	57128	0.0
SRR8849268_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter timonensis	PRJNA530971	Healthy	97.29	0.34	0.0	3740772	101076	0.0
SRR8849268_bin.38	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__HGM10766	s__HGM10766 sp900757295	PRJNA530971	Healthy	86.47	0.0	0.0	1069765	92097	0.0
SRR8849268_bin.4	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella biformis	PRJNA530971	Healthy	96.7	0.0	0.0	2222256	23206	0.9680549999999999
SRR8849268_bin.42	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__UBA6414	s__UBA6414 sp934130545	PRJNA530971	Healthy	92.7	0.0	0.0	1179904	90353	0.0
SRR8849268_bin.45	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	100.0	0.81	0.0	2082923	43277	0.0
SRR8849268_bin.6	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__QAMH01	g__QAMH01	s__QAMH01 sp900544245	PRJNA530971	Healthy	98.39	0.81	0.0	1849261	26995	0.0
SRR8849269_bin.14	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	91.68	2.58	0.0	1999278	6033	0.0
SRR8849269_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus massiliensis	PRJNA530971	Healthy	95.3	1.01	33.33	2676607	6719	0.0
SRR8849269_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp000434635	PRJNA530971	Healthy	96.25	0.0	0.0	2336404	26310	0.9707066666666666
SRR8849269_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1474	s__UMGS1474 sp900547105	PRJNA530971	Healthy	96.64	2.41	80.0	2141061	25312	0.9819370000000001
SRR8849269_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp003516765	PRJNA530971	Healthy	91.28	0.92	33.33	1953020	22382	0.97461
SRR8849270_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Otoolea	s__Otoolea symbiosa	PRJNA530971	Healthy	98.84	0.0	0.0	4728858	21960	0.0
SRR8849270_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola massiliensis	PRJNA530971	Healthy	94.43	0.74	0.0	3373430	26523	0.988445
SRR8849270_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella glycyrrhizinilytica_A	PRJNA530971	Healthy	95.81	0.0	0.0	2946960	19802	0.979195
SRR8849270_bin.9	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Allisonella	s__Allisonella histaminiformans	PRJNA530971	Healthy	98.1	0.0	0.0	1721335	56797	0.0
SRR8849271_bin.18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A sp900539755	PRJNA530971	Healthy	98.94	0.48	0.0	2391206	36844	0.9796233333333334
SRR8849271_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp001701165	PRJNA530971	Healthy	96.02	0.89	25.0	2404003	19123	0.0
SRR8849271_bin.38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella merdae	PRJNA530971	Healthy	91.43	0.05	0.0	2570029	13505	0.0
SRR8849271_bin.6	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis sp900551245	PRJNA530971	Healthy	85.78	3.51	0.0	3752787	10095	0.0
SRR8849272_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp900547315	PRJNA530971	Healthy	86.96	0.13	100.0	1870142	12525	0.984855
SRR8849273_bin.12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	PRJNA530971	Healthy	99.46	0.25	0.0	4732746	69407	0.9687802727272729
SRR8849273_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_B	PRJNA530971	Healthy	98.65	1.08	0.0	3302268	48343	0.9670874999999998
SRR8849273_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__Scatomorpha sp900546485	PRJNA530971	Healthy	94.3	0.34	100.0	2510406	65866	0.0
SRR8849273_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus faecipullorum	PRJNA530971	Healthy	91.44	2.01	0.0	2242867	10866	0.0
SRR8849273_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas micra	PRJNA530971	Healthy	88.32	1.83	0.0	1345521	11554	0.0
SRR8849273_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__	PRJNA530971	Healthy	97.62	1.36	0.0	4362730	35084	0.0
SRR8849273_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster bolteae	PRJNA530971	Healthy	92.66	1.32	50.0	5197910	12663	0.9725435
SRR8849273_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium merdipullorum	PRJNA530971	Healthy	97.28	0.68	0.0	2351832	61179	0.986743
SRR8849275_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B	PRJNA530971	Healthy	99.33	0.67	0.0	2030003	117595	0.9758141509433961
SRR8849275_bin.15	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	100.0	0.81	0.0	2143394	67642	0.953849
SRR8849275_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C callidus	PRJNA530971	Healthy	96.98	0.0	0.0	2729781	16598	0.9738254285714285
SRR8849275_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp000435975	PRJNA530971	Healthy	85.01	1.09	50.0	1669836	12387	0.9756944999999999
SRR8849275_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum hominis	PRJNA530971	Healthy	96.19	0.34	100.0	2022378	25205	0.9759421111111111
SRR8849275_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter intestini	PRJNA530971	Healthy	97.32	0.0	0.0	3203701	28745	0.9834579999999999
SRR8849276_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_A	PRJNA530971	Healthy	95.81	0.8	33.33	3050250	20548	0.0
SRR8849276_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	PRJNA530971	Healthy	96.02	0.25	0.0	3145480	38723	0.98697775
SRR8849276_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas cirricatena	PRJNA530971	Healthy	91.0	0.0	0.0	1822076	37130	0.9764372727272725
SRR8849276_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Firm-10	s__Firm-10 sp004552515	PRJNA530971	Healthy	82.29	2.28	0.0	2632120	5448	0.0
SRR8849276_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__UMGS1820	s__UMGS1820 sp900545865	PRJNA530971	Healthy	96.09	0.89	50.0	2787360	23407	0.0
SRR8849276_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp019423685	PRJNA530971	Healthy	96.98	1.34	0.0	2049813	19827	0.0
SRR8849276_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS1387	s__UMGS1387 sp900551295	PRJNA530971	Healthy	92.27	1.34	0.0	2260481	11688	0.0
SRR8849277_bin.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900540375	PRJNA530971	Healthy	95.09	0.59	33.33	3368587	50986	0.0
SRR8849277_bin.33	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella ornithinolytica	PRJNA530971	Healthy	99.16	1.66	5.56	5496244	101663	0.0
SRR8849278_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Hominenteromicrobium	s__Hominenteromicrobium mulieris	PRJNA530971	Healthy	97.99	0.0	0.0	2348008	139824	0.9758035454545454
SRR8849278_bin.12	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium adolescentis	PRJNA530971	Healthy	99.43	0.09	0.0	2083830	101206	0.9814149090909091
SRR8849278_bin.3	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	98.39	1.88	0.0	2213253	24266	0.0
SRR8849279_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes shahii	PRJNA530971	Healthy	98.17	0.58	50.0	2833933	41489	0.9856443125000001
SRR8849279_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp000435555	PRJNA530971	Healthy	83.83	0.17	100.0	1734764	13711	0.9718873333333332
SRR8849280_bin.10	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	99.19	0.81	0.0	2324999	50886	0.0
SRR8849280_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oliverpabstia	s__Oliverpabstia faecicola	PRJNA530971	Healthy	95.89	0.95	50.0	2686952	36613	0.9779815000000001
SRR8849280_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Romboutsia	s__Romboutsia timonensis	PRJNA530971	Healthy	95.77	1.06	50.0	2893639	11176	0.9804510000000001
SRR8849280_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius	PRJNA530971	Healthy	99.09	0.56	100.0	3528391	45501	0.0
SRR8849280_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium lentum	PRJNA530971	Healthy	99.17	1.1	25.0	2549843	57519	0.98169
SRR8849280_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp003438075	PRJNA530971	Healthy	97.65	1.68	33.33	2285861	35894	0.969174
SRR8849280_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Limivivens	s__Limivivens faecihominis	PRJNA530971	Healthy	95.09	0.63	0.0	3131122	36171	0.9860485000000001
SRR8849281_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	PRJNA530971	PCOS	98.63	0.24	0.0	3524968	38125	0.9742539583333333
SRR8849281_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bariatricus	s__Bariatricus comes	PRJNA530971	PCOS	97.37	0.1	0.0	2768883	36117	0.9790797272727274
SRR8849281_bin.28	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei	PRJNA530971	PCOS	95.8	1.01	20.0	5455158	15520	0.9849306666666667
SRR8849282_bin.11	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp900545535	PRJNA530971	PCOS	95.79	1.75	0.0	2389590	46666	0.965994
SRR8849282_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp001517625	PRJNA530971	PCOS	96.74	0.0	0.0	2964496	43600	0.990319
SRR8849282_bin.17	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900543945	PRJNA530971	PCOS	100.0	1.61	50.0	2165182	84947	0.951443
SRR8849282_bin.24	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia ramosa	PRJNA530971	PCOS	99.06	0.0	0.0	3679340	71618	0.9877622500000001
SRR8849282_bin.27	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus kefiranofaciens	PRJNA530971	PCOS	80.56	1.46	0.0	1682607	4987	0.0
SRR8849282_bin.3	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium longum	PRJNA530971	PCOS	99.62	0.12	100.0	2190505	32135	0.9834594871794872
SRR8849283_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp900545285	PRJNA530971	PCOS	83.1	1.14	0.0	1914729	6706	0.0
